User,Email / Username,Role,Session,Status,Planned Session Start,Planned Session End,Actual Session Start,Actual Session End,Session Date,Joined,Left,Attendance Status,Grade,Sex,Race,Is Hispanic,School,District,Region,Program,Parents,Custom ID
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,11:27 AM,11:42 AM,11:27 AM,11:32 AM,01/17/2024,11:27 AM,11:27 AM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,11:27 AM,11:42 AM,11:27 AM,11:32 AM,01/17/2024,11:27 AM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,10:55 AM,11:10 AM,,,01/17/2024,10:55 AM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,10:55 AM,11:10 AM,,,01/17/2024,10:55 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,10:55 AM,11:10 AM,,,01/17/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,10:55 AM,11:10 AM,,,01/17/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,10:51 AM,11:06 AM,10:51 AM,10:56 AM,01/17/2024,10:51 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,10:51 AM,11:06 AM,10:51 AM,10:56 AM,01/17/2024,10:51 AM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,10:34 AM,10:49 AM,,,01/17/2024,10:34 AM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,10:34 AM,10:49 AM,,,01/17/2024,10:34 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,10:34 AM,10:49 AM,,,01/17/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,10:34 AM,10:49 AM,,,01/17/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,10:27 AM,10:42 AM,10:28 AM,10:33 AM,01/17/2024,10:28 AM,10:28 AM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,10:27 AM,10:42 AM,10:28 AM,10:33 AM,01/17/2024,10:28 AM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,10:16 AM,10:31 AM,,,01/17/2024,10:16 AM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,10:16 AM,10:31 AM,10:16 AM,10:21 AM,01/17/2024,10:16 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,10:16 AM,10:31 AM,,,01/17/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,10:16 AM,10:31 AM,10:16 AM,10:21 AM,01/17/2024,10:16 AM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,10:15 AM,10:30 AM,,,01/17/2024,10:16 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,10:15 AM,10:30 AM,,,01/17/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:37 AM,9:52 AM,,,01/17/2024,9:37 AM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:37 AM,9:52 AM,,,01/17/2024,9:37 AM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:37 AM,9:52 AM,9:37 AM,9:42 AM,01/17/2024,9:37 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:37 AM,9:52 AM,,,01/17/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:37 AM,9:52 AM,,,01/17/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:37 AM,9:52 AM,9:37 AM,9:42 AM,01/17/2024,9:37 AM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:33 PM,9:48 PM,,,01/16/2024,9:33 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:33 PM,9:48 PM,,,01/16/2024,9:33 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:33 PM,9:48 PM,,,01/16/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:33 PM,9:48 PM,,,01/16/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:18 PM,9:33 PM,9:19 PM,9:23 PM,01/16/2024,9:18 PM,9:18 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:18 PM,9:33 PM,9:19 PM,9:23 PM,01/16/2024,9:19 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:35 PM,9:50 PM,,,01/15/2024,9:35 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:35 PM,9:50 PM,,,01/15/2024,9:35 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:35 PM,9:50 PM,,,01/15/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:35 PM,9:50 PM,,,01/15/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:17 PM,9:32 PM,9:18 PM,9:23 PM,01/15/2024,9:18 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:17 PM,9:32 PM,9:18 PM,9:23 PM,01/15/2024,9:18 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,2:46 PM,3:01 PM,,,01/15/2024,2:46 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,2:46 PM,3:01 PM,,,01/15/2024,2:46 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,2:46 PM,3:01 PM,,,01/15/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,2:46 PM,3:01 PM,,,01/15/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,2:34 PM,2:49 PM,2:34 PM,2:39 PM,01/15/2024,2:34 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,2:34 PM,2:49 PM,2:34 PM,2:39 PM,01/15/2024,2:34 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,2:26 PM,2:41 PM,,,01/15/2024,2:26 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,2:26 PM,2:41 PM,2:26 PM,2:31 PM,01/15/2024,2:26 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,2:26 PM,2:41 PM,,,01/15/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,2:26 PM,2:41 PM,2:26 PM,2:31 PM,01/15/2024,2:26 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,2:25 PM,2:40 PM,,,01/15/2024,2:25 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,2:25 PM,2:40 PM,,,01/15/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,2:20 PM,2:35 PM,2:20 PM,2:25 PM,01/15/2024,2:20 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,2:20 PM,2:35 PM,,,01/15/2024,2:20 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,2:20 PM,2:35 PM,,,01/15/2024,2:20 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,2:20 PM,2:35 PM,2:20 PM,2:25 PM,01/15/2024,2:20 PM,,Attended,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,2:20 PM,2:35 PM,,,01/15/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,2:20 PM,2:35 PM,,,01/15/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,2:16 PM,2:31 PM,2:16 PM,2:21 PM,01/15/2024,2:16 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,2:16 PM,2:31 PM,2:16 PM,2:21 PM,01/15/2024,2:16 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,2:15 PM,2:30 PM,,,01/15/2024,2:15 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,2:15 PM,2:30 PM,,,01/15/2024,2:15 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,2:15 PM,2:30 PM,,,01/15/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,2:15 PM,2:30 PM,,,01/15/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,2:06 PM,2:21 PM,,,01/15/2024,2:06 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,2:06 PM,2:21 PM,2:07 PM,2:11 PM,01/15/2024,2:07 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,2:06 PM,2:21 PM,,,01/15/2024,2:06 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,2:06 PM,2:21 PM,,,01/15/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,2:06 PM,2:21 PM,2:07 PM,2:11 PM,01/15/2024,2:07 PM,,Attended,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,2:06 PM,2:21 PM,,,01/15/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,2:01 PM,2:16 PM,,,01/15/2024,2:01 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,2:01 PM,2:16 PM,2:02 PM,2:06 PM,01/15/2024,2:01 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,2:01 PM,2:16 PM,,,01/15/2024,2:01 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,2:01 PM,2:16 PM,,,01/15/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,2:01 PM,2:16 PM,2:02 PM,2:06 PM,01/15/2024,2:02 PM,,Attended,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,2:01 PM,2:16 PM,,,01/15/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,1:18 PM,1:33 PM,,,01/15/2024,1:18 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,1:18 PM,1:33 PM,,,01/15/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,1:17 PM,1:32 PM,,,01/15/2024,1:17 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,1:17 PM,1:32 PM,,,01/15/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,1:00 PM,1:15 PM,1:00 PM,1:05 PM,01/15/2024,1:00 PM,1:00 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,1:00 PM,1:15 PM,1:00 PM,1:05 PM,01/15/2024,1:00 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,12:41 PM,12:56 PM,,,01/15/2024,12:41 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,12:41 PM,12:56 PM,,,01/15/2024,12:41 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,12:41 PM,12:56 PM,,,01/15/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,12:41 PM,12:56 PM,,,01/15/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,12:16 PM,12:31 PM,,,01/15/2024,12:16 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,12:16 PM,12:31 PM,,,01/15/2024,12:16 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,12:16 PM,12:31 PM,,,01/15/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,12:16 PM,12:31 PM,,,01/15/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,11:57 AM,12:12 PM,11:58 AM,12:03 PM,01/15/2024,11:58 AM,11:58 AM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,11:57 AM,12:12 PM,11:58 AM,12:03 PM,01/15/2024,11:58 AM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,10:02 AM,10:17 AM,,,01/15/2024,10:02 AM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,10:02 AM,10:17 AM,,,01/15/2024,10:02 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,10:02 AM,10:17 AM,,,01/15/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,10:02 AM,10:17 AM,,,01/15/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:46 AM,10:01 AM,9:46 AM,9:51 AM,01/15/2024,9:46 AM,9:46 AM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:46 AM,10:01 AM,9:46 AM,9:51 AM,01/15/2024,9:46 AM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:34 AM,9:49 AM,9:34 AM,9:39 AM,01/15/2024,9:34 AM,9:34 AM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:34 AM,9:49 AM,9:34 AM,9:39 AM,01/15/2024,9:34 AM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:38 PM,9:53 PM,,,01/14/2024,9:38 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:38 PM,9:53 PM,,,01/14/2024,9:38 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:38 PM,9:53 PM,,,01/14/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:38 PM,9:53 PM,,,01/14/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:20 PM,9:35 PM,9:21 PM,9:26 PM,01/14/2024,9:21 PM,9:21 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:20 PM,9:35 PM,9:21 PM,9:26 PM,01/14/2024,9:21 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:36 PM,9:51 PM,,,01/13/2024,9:36 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:36 PM,9:51 PM,,,01/13/2024,9:36 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:36 PM,9:51 PM,,,01/13/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:36 PM,9:51 PM,,,01/13/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:18 PM,9:33 PM,9:19 PM,9:24 PM,01/13/2024,9:19 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:18 PM,9:33 PM,9:19 PM,9:24 PM,01/13/2024,9:19 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:34 PM,9:49 PM,,,01/12/2024,9:34 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:34 PM,9:49 PM,,,01/12/2024,9:34 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:34 PM,9:49 PM,,,01/12/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:34 PM,9:49 PM,,,01/12/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:16 PM,9:31 PM,9:17 PM,9:21 PM,01/12/2024,9:16 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:16 PM,9:31 PM,9:17 PM,9:21 PM,01/12/2024,9:17 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:35 PM,9:50 PM,,,01/11/2024,9:35 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:35 PM,9:50 PM,,,01/11/2024,9:35 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:35 PM,9:50 PM,,,01/11/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:35 PM,9:50 PM,,,01/11/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:18 PM,9:33 PM,9:18 PM,9:23 PM,01/11/2024,9:18 PM,9:18 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:18 PM,9:33 PM,9:18 PM,9:23 PM,01/11/2024,9:18 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:35 PM,9:50 PM,,,01/10/2024,9:35 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:35 PM,9:50 PM,,,01/10/2024,9:35 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:35 PM,9:50 PM,,,01/10/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:35 PM,9:50 PM,,,01/10/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:18 PM,9:33 PM,9:18 PM,9:23 PM,01/10/2024,9:18 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:18 PM,9:33 PM,9:18 PM,9:23 PM,01/10/2024,9:18 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,4:18 PM,4:33 PM,,,01/10/2024,4:18 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,4:18 PM,4:33 PM,,,01/10/2024,4:18 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,4:18 PM,4:33 PM,,,01/10/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,4:18 PM,4:33 PM,,,01/10/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,4:00 PM,4:15 PM,4:01 PM,4:06 PM,01/10/2024,4:01 PM,4:01 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,4:00 PM,4:15 PM,4:01 PM,4:06 PM,01/10/2024,4:01 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,3:59 PM,4:14 PM,,,01/10/2024,3:59 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,3:59 PM,4:14 PM,,,01/10/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,3:58 PM,4:13 PM,,,01/10/2024,3:58 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,3:58 PM,4:13 PM,,,01/10/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,3:44 PM,3:59 PM,3:44 PM,3:49 PM,01/10/2024,3:44 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,3:44 PM,3:59 PM,3:44 PM,3:49 PM,01/10/2024,3:44 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,3:21 PM,3:36 PM,,,01/10/2024,3:21 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,3:21 PM,3:36 PM,,,01/10/2024,3:21 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,3:21 PM,3:36 PM,,,01/10/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,3:21 PM,3:36 PM,,,01/10/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,3:11 PM,3:26 PM,3:12 PM,3:17 PM,01/10/2024,3:12 PM,3:12 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,3:11 PM,3:26 PM,3:12 PM,3:17 PM,01/10/2024,3:12 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:28 PM,9:43 PM,,,01/09/2024,9:28 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:28 PM,9:43 PM,,,01/09/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:27 PM,9:42 PM,,,01/09/2024,9:28 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:27 PM,9:42 PM,,,01/09/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:19 PM,9:34 PM,9:20 PM,9:24 PM,01/09/2024,9:19 PM,9:19 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:19 PM,9:34 PM,9:20 PM,9:24 PM,01/09/2024,9:20 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:27 PM,9:42 PM,,,01/08/2024,9:27 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:27 PM,9:42 PM,,,01/08/2024,9:27 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:27 PM,9:42 PM,,,01/08/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:27 PM,9:42 PM,,,01/08/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:18 PM,9:33 PM,9:19 PM,9:23 PM,01/08/2024,9:18 PM,9:18 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:18 PM,9:33 PM,9:19 PM,9:23 PM,01/08/2024,9:19 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,3:00 PM,3:15 PM,,,01/08/2024,3:01 PM,,Attended,,,,,,,,,,
